,title,date,result,explain,tag
397,顺丰、邮政、京东快递2月7日起停运,2020-02-07,假,谣言,"['快递', '顺丰']"
398,开窗通风会把病毒带进家，引发新冠肺炎,2020-02-07,假,谣言,"['新型冠状病毒', '肺炎']"
399,瑞德西韦生效，17-40小时病人好转90%以上,2020-02-06,假,谣言,"['瑞德西韦', '新型冠状病毒肺炎']"
400,长沙市天心区一失足女确诊感染病毒，并接触9人,2020-02-06,假,谣言,"['新型冠状病毒', '长沙']"
401,卫生巾作口罩用，或将卫生巾贴在口罩外可以防病毒,2020-02-06,假,谣言,"['新型冠状病毒', '卫生巾']"
402,武汉火神山医院是日本人设计的,2020-02-06,假,谣言,"['火神山医院', '日本']"
403,吃槟榔可以预防新型冠状病毒感染,2020-02-06,假,谣言,"['新型冠状病毒', '槟榔']"
404,大量喝水能预防新型冠状病毒感染,2020-02-06,假,伪科学,"['新型冠状病毒', '传染病']"
405,吸入病毒携带者的二手烟可能会感染新型冠状病毒,2020-02-06,真,确实如此,"['新型冠状病毒', '传染病']"
406,母猪开口说话，说吃煮鸡蛋能预防疫情,2020-02-06,假,谣言,"['新型冠状病毒', '猪']"
407,2月6日起宁波将封城,2020-02-06,假,谣言,"['新型冠状病毒', '宁波']"
408,纸尿裤材料被征用去做口罩，很多纸尿裤厂家已停产,2020-02-05,假,谣言,"['口罩', '纸尿裤']"
409,红糖、生姜、大葱白和大蒜熬水喝，不会感染新冠病毒,2020-02-05,假,谣言,"['红糖', '生姜']"
410,防溢乳垫贴在非医用一次性口罩上能过滤病毒,2020-02-05,假,谣言,"['防溢乳垫贴', '口罩']"
411,美国选择货机撤侨，是给中国送防疫物资,2020-02-05,假,谣言,"['美国', '撤侨']"
412,美国医生援助中国前集体祷告,2020-02-05,假,谣言,"['新型冠状病毒', '美国']"
413,预防肺炎的疫苗能防止新型冠状病毒感染,2020-02-05,假,谣言,"['新型冠状病毒', '肺炎']"
414,适量饮酒可以抵抗新型冠状病毒,2020-02-05,假,谣言,"['饮酒', '新型冠状病毒']"
415,新风系统会传播病毒，导致感染新型冠状病毒肺炎,2020-02-05,假,谣言,"['新型冠状病毒', '新风系统']"
416,湖北仙桃开来的轿车上有人被测出高温后逃跑,2020-02-05,假,谣言,"['湖北', '新塘']"
417,口罩接水不渗水，说明能抵抗新型冠状病毒肺炎,2020-02-04,假,谣言,"['口罩', '新型冠状病毒肺炎']"
418,2月10号疫情不好转，解放军将全面接管武汉,2020-02-04,假,谣言,"['武汉', '解放军']"
419,三天后武汉所有超市、药店关门,2020-02-04,假,谣言,"['武汉', '超市']"
420,有证据认为蚊子苍蝇可以传播新型冠状病毒,2020-02-04,假,谣言,"['蚊子', '苍蝇']"
421,钟南山院士在机场亲自迎接吉利德公司老总,2020-02-04,假,谣言,"['钟南山', '吉利德公司']"
422,使用酒精消毒，别往空气中喷，也别随便往自己身上喷,2020-02-04,真,确实如此,"['酒精', '火灾']"
423,楼上扔烟头，楼下正在酒精消毒，导致火灾,2020-02-04,假,谣言,"['烟头', '酒精']"
424,03年香港淘大花园42人感染非典因下水道传播病毒,2020-02-04,疑,尚无定论,"['非典', '香港']"
425,下水道有传染新型冠状病毒风险,2020-02-04,疑,尚无定论,"['新型冠状病毒', '粪便']"
426,消毒时，84消毒液与酒精不可混用，会产生氯气,2020-02-04,疑,有失实,"['84消毒液', '酒精']"
427,别迷信核酸检测，应用CT影像作为新冠肺炎确诊标准,2020-02-04,疑,存在争议,"['核酸检测', 'CT']"
428,出门回来后，一定要对鞋喷洒消毒水或把鞋放在门外,2020-02-04,疑,有失实,"['鞋', '消毒水']"
429,养宠物的家庭不会感染新型冠状病毒,2020-02-04,假,谣言,"['宠物', '新型冠状病毒']"
430,高温能杀病毒，让病人发烧到39.6度以上就能痊愈,2020-02-04,假,谣言,"['发烧', '新型冠状病毒']"
431,蝙蝠最怕高温，请把喝的开水滚开的汽吸下去，能解毒,2020-02-04,假,谣言,"['水蒸气', '蝙蝠']"
432,天津一男子喷酒精消毒后开车抽烟引发燃烧,2020-02-04,假,谣言,"['天津', '酒精']"
433,定期用生理盐水清洗鼻子可以预防新型冠状病毒,2020-02-04,假,伪科学,"['新型冠状病毒', '生理盐水']"
434,2月3日起北京1000个药房每天投放300万口罩,2020-02-03,假,谣言,"['口罩', '北京']"
435,2月4日成都市民可在天府市民云APP预约领取口罩,2020-02-03,假,谣言,"['新型冠状病毒', '口罩']"
436,李兰娟院士说谈恋爱可以预防新型冠状病毒肺炎,2020-02-03,假,谣言,"['新型冠状病毒', '李兰娟']"
437,老盛昌包子铺老板确诊新型冠状病毒被送医院,2020-02-03,假,谣言,"['新型冠状病毒', '新冠病毒']"
438,把饭做熟病毒就会被杀死,2020-02-03,真,确实如此,"['熟食', '病毒']"
439,2月4日起，福州将实施预约摇号购买口罩,2020-02-03,假,谣言,"['口罩', '福州']"
440,市面上常见的X露XX士消毒液可以消灭新型冠状病毒,2020-02-03,疑,尚无定论,"['消毒液', '新型冠状病毒']"
441,中央空调存在传播新型冠状病毒的可能性,2020-02-03,真,确实如此,"['空调', '新型冠状病毒']"
442,喷洒环保酵素可以杀毒抑菌,2020-02-03,假,伪科学,"['酵素', '病毒']"
443,泰国找到了新型冠状病毒特效药,2020-02-03,疑,尚无定论,"['新型冠状病毒', '泰国']"
444,新型冠状病毒插入的基因片段是精心选择，是人工病毒,2020-02-03,假,谣言,"['新型冠状病毒', '基因']"
445,特朗普同意将新冠肺炎潜在有效药瑞德西韦专利豁免,2020-02-03,假,谣言,"['瑞德西韦', '专利']"
446,国务院通知任何平台不得销售口罩,2020-02-03,假,谣言,"['新型冠状病毒', '口罩']"
447,2月3日开始，上海市各医院实名制进院，包括家属,2020-02-03,假,谣言,"['上海', '实名制']"
448,24℃下，新型冠状病毒在痰尿等物体上能存活好几天,2020-02-02,疑,尚无定论,"['新型冠状病毒', '传染病']"
449,震惊哈佛大学教授：新型冠状病毒诞生于人为基因改造,2020-02-02,假,谣言,"['新型冠状病毒', '基因改造']"
450,上海一居民家爆炸，因女的烧菜，男的做家务喷洒酒精,2020-02-02,假,谣言,"['上海', '爆炸']"
451,直升飞机冲破封锁线，电影一样，直达武汉,2020-02-02,假,谣言,"['直升机', '武汉']"
452,乳酸菌素片可以治疗新型冠状病毒肺炎,2020-02-02,假,谣言,"['乳酸菌素', '新型冠状病毒']"
453,新型冠状病毒感染者粪便里检测出核酸阳性 ,2020-02-02,真,确有此事,"['新型冠状病毒', '感染者']"
454,戴过的口罩放进烤箱，60℃烤30分钟，可以反复用,2020-02-01,疑,尚无定论,"['口罩', '烤箱']"
455,中央决定暂免武汉红十字会救灾物资管理工作,2020-02-01,假,谣言,['']
456,童子尿可以预防新型冠状病毒,2020-02-01,假,谣言,"['童子尿', '新型冠状病毒']"
457,德国采用雾化手段治愈4例新冠肺炎患者,2020-02-01,假,谣言,"['德国', '雾化治疗']"
458,金银花和绿茶能防控新冠病毒感染,2020-02-01,假,谣言,"['金银花', '绿茶']"
459,remdesivir可治疗新型冠状病毒肺炎,2020-02-01,疑,尚无定论,"['新型冠状病毒', 'remdesivir']"
460,国家一级响应：出租房2月免租，3、4月份免租半月,2020-02-01,疑,有失实,"['免租', '房东']"
461,中成药双黄连口服液可抑制新型冠状病毒,2020-02-01,疑,尚无定论,"['冠状病毒', '新型冠状病毒']"
462,挂烫机喷出的蒸汽可用于衣物消毒杀菌,2020-02-01,假,谣言,['']
463,口含姜片出门可以预防新型冠状病毒肺炎,2020-02-01,假,谣言,"['新型冠状病毒', '生姜']"
464,中草药洗液“洁尔阴”预防非典是良方,2020-02-01,疑,尚无定论,"['SARS', '非典']"
465,WHO认为：目前还没有专门预防治疗新冠病毒的药物,2020-02-01,真,确实如此,"['新型冠状病毒', '药物']"
466,藿香正气药物可治疗新型冠状病毒肺炎,2020-02-01,疑,尚无定论,"['新型冠状病毒', '藿香正气']"
467,双黄连口服液可抑制新型冠状病毒,2020-02-01,疑,尚无定论,"['双黄连口服液', '新型冠状病毒']"
468,喝茶可以预防新型冠状病毒,2020-01-31,假,谣言,"['喝茶', '新型冠状病毒']"
469,吃阿奇霉素片可以预防新型冠状病毒,2020-01-31,假,谣言,"['新型冠状病毒', '抗生素']"
470,特殊时期多喝陈皮水，陈皮能预防和治疗新型冠状病毒,2020-01-31,假,谣言,"['陈皮', '新型冠状病毒']"
471,武汉大学省人民医院发热门诊可做核酸试验检测不排队,2020-01-31,假,谣言,"['新型冠状病毒肺炎', '核酸测试']"
472,新型冠状病毒肺炎十大谣言榜,2020-01-31,真,确实如此,"['新型冠状病毒', '谣言']"
473,眼神对视会传染新型冠状病毒,2020-01-31,假,谣言,"['新型冠状病毒', '传染病']"
474,用过的口罩放到消毒柜里消毒，可以继续防护新型肺炎,2020-01-31,假,伪科学,"['口罩', '消毒柜']"
475,别吃鱼肉，特别是草鱼做的酸菜鱼水煮鱼，会感染病毒,2020-01-31,假,谣言,"['草鱼', '鱼肉']"
476,广州市民30日晚8点可用“穗康”小程序预约买口罩,2020-01-31,真,确有此事,"['广州', '口罩']"
477,用浴霸灯照射半小时可以去除病毒,2020-01-31,疑,有失实,"['新型冠状病毒', '温度']"
478,吃糖会降低身体免疫力，导致易感染病毒,2020-01-31,疑,尚无定论,"['免疫力', '糖分']"
479,南京自来水采用上限标准加氯消毒,2020-01-31,假,谣言,"['自来水', '南京']"
480,苏州市立医院一产妇感染新型冠状病毒,2020-01-30,假,谣言,"['新型冠状病毒', '孕妇']"
481,新型冠状病毒会通过血液传播,2020-01-30,疑,尚无定论,"['新型冠状病毒', '血液']"
482,出现流鼻涕和咳痰，不可能是新型冠状病毒肺炎,2020-01-30,假,谣言,"['流鼻涕', '新型冠状病毒肺炎']"
483,武汉第九医院：疫情期间，不能外出散步，小心被传染,2020-01-30,假,谣言,"['新型冠状病毒肺炎', '散步']"
484,1月30日传拿介绍信可到武汉市红十字会领取物资,2020-01-30,假,谣言,"['新型冠状病毒', '肺炎']"
485,海关代表国家征收邮寄的口罩,2020-01-30,假,谣言,"['海关', '口罩']"
486,亚洲人更容易感染新型冠状病毒,2020-01-30,假,谣言,"['亚洲', '新型冠状病毒']"
487,口罩水蒸过晒干、喷酒精、紫外线灯照射后可以再用,2020-01-30,疑,有失实,"['口罩', '酒精']"
488,武汉红十字会售卖山东寿光捐赠的蔬菜,2020-01-30,假,谣言,"['慈善', '捐助']"
489,花露水酒精含量70-75%，能有效预防新冠病毒,2020-01-30,疑,有失实,"['花露水', '新型冠状病毒']"
490,用棉布、保鲜膜、纱布自制口罩，可预防新冠病毒感染,2020-01-30,疑,有失实,['']
491,玉屏风颗粒对新型肺炎有效,2020-01-30,疑,尚无定论,"['新型肺炎', '玉屏风']"
492,成都两名高度疑似感染者私自离开华西医院,2020-01-29,假,谣言,"['冠状病毒', '新型冠状病毒肺炎']"
493,万金油可以预防病毒,2020-01-30,假,伪科学,"['万金油', '病毒']"
494,1月29日知网可以免费下载论文,2020-01-29,假,谣言,"['知网', '论文']"
495,一个武汉女人终结了法国大罢工，法国人都去抢口罩了,2020-01-29,假,谣言,"['法国大罢工', '武汉']"
496,不要穿毛衣或带毛领、绒线的衣服外套，容易吸附病毒,2020-01-29,疑,分情况,"['毛衣', '新冠肺炎病毒']"
497,武大人民医院医生提醒：29、30号两天是爆发期,2020-01-29,假,谣言,['']
498,咳嗽药水“沐舒坦”能治疗新冠肺炎,2020-01-29,疑,尚无定论,"['沐舒坦', '新型冠状病毒']"
499,接触沾染了病毒的物品属于接触传播，也可能感染病毒,2020-01-29,真,确实如此,"['接触传播', '新型冠状病毒']"
500,握手、拥抱也可能传播新型冠状肺炎病毒,2020-01-29,真,确实如此,"['握手', '拥抱']"
501,大蒜和冰糖一起煮水喝可以预防治疗新型冠状肺炎,2020-01-29,假,谣言,"['大蒜', '冰糖']"
502,1月29日成都封城，出城高速封闭,2020-01-29,假,谣言,"['成都', '封城']"
503,白藜芦醇可以治疗预防新型冠状病毒,2020-01-29,假,谣言,"['白藜芦醇', '新型冠状病毒']"
504,28日黑龙江高速因抗击新冠肺炎疫情大范围封闭,2020-01-29,假,谣言,"['黑龙江', '高速封路']"
505,喷嚏可打8米远，病毒可悬浮24小时,2020-01-28,疑,尚无定论,"['病毒', '打喷嚏']"
506,北京超市、菜市场要关门一周,2020-01-28,假,谣言,"['北京', '超市']"
507,日本派遣1000人医疗队前往武汉,2020-01-28,假,谣言,"['武汉', '日本']"
508,新型冠状病毒会通过现金纸币传播，外出不要收现金,2020-01-28,疑,有失实,"['新型冠状病毒', '现金']"
509,新型冠状病毒在2018年就被发现了,2020-01-28,假,谣言,['新型冠状病毒']
510,多洗热水澡可以预防新型冠状病毒肺炎,2020-01-28,假,伪科学,"['新型冠状病毒肺炎', '热水澡']"
511,海鲜会传染新型冠状病毒,2020-01-28,假,谣言,"['新型冠状病毒', '海鲜']"
512,医用紫外线灯能消灭新型冠状病毒,2020-01-28,真,确实如此,"['紫外线灯', '新型冠状病毒']"
513,95%的酒精比75%的酒精消毒效果更好,2020-01-28,假,伪科学,"['酒精', '新型冠状病毒']"
514,病毒喜欢0度湿冷环境，空调开到20度就死亡,2020-01-28,假,伪科学,"['新型冠状病毒', '空调']"
515,用了7天的N95口罩用吹风机吹或酒精消毒可继续用,2020-01-28,假,伪科学,"['N95口罩', '口罩']"
516,用高浓度白酒喷洒房间可以预防新型冠状病毒,2020-01-28,假,伪科学,"['白酒', '酒精']"
517,非典是美国专门针对中国的生物战，是种族灭绝计划,2020-01-27,假,谣言,"['非典', '美国']"
518,喝红酒能抵抗新型冠状病毒，延缓病情发展,2020-01-27,假,伪科学,"['新型冠状病毒', '红酒']"
519,二氧化氯消毒剂可以用于消毒,2020-01-27,真,确实如此,"['消毒', '病毒']"
520,新型冠状病毒已经混合在空气里，一旦呼吸就会致病,2020-01-27,假,谣言,"['病毒', '新型冠状病毒']"
521,花菇中的多糖能增强人体免疫力，对抗新型冠状病毒,2020-01-27,假,伪科学,"['新型冠状病毒', '花菇']"
522,多喝60度的开水能预防新型肺炎,2020-01-27,假,谣言,"['消毒', '病毒']"
523,成都因新型冠状病毒肺炎调整公交线路营运安排,2020-01-27,假,谣言,"['成都', '公交']"
524,阿司匹林能有效延缓新冠肺炎病情,2020-01-27,假,伪科学,"['新型冠状病毒', '阿司匹林']"
525,浙江27日起高速封路,2020-01-27,假,谣言,"['浙江', '高速']"
526,将有6万武汉人员从境外来杭,2020-01-27,假,谣言,"['武汉', '杭州']"
527,乳铁蛋白能预防新型冠状病毒,2020-01-26,假,伪科学,"['乳铁蛋白', '新型冠状病毒']"
528,南京要封城停公交出租,2020-01-26,假,谣言,['']
529,26日晚央视新闻，白岩松将邀请钟南山院士介绍疫情,2020-01-26,假,谣言,['']
530,广州要封城,2020-01-26,假,谣言,"['广州', '封城']"
531,泰国移民局发文，不想回国的最长可给予2个月续签,2020-01-26,假,谣言,"['泰国', '续签']"
532,为防控疫情，北京市即将封城,2020-01-26,假,谣言,"['北京', '封城']"
533,打开家里空调和取暖器，室温增高到30度能抗肺炎,2020-01-26,疑,有失实,"['空调', '新型冠状病毒']"
534,深圳1月27日开始封城,2020-01-26,假,谣言,"['深圳', '新型冠状病毒']"
535,大蒜水可以治好冠状病毒肺炎，要多喝大蒜水,2020-01-26,假,谣言,"['肺炎', '新型冠状病毒']"
536,杭州封城防控新型肺炎,2020-01-26,假,谣言,"['肺炎', '杭州']"
537,武汉至上海旅游的5人入住建国宾馆并全部感染,2020-01-26,假,谣言,"['上海', '新型冠状病毒']"
538,家养的宠物会传染新型冠状病毒,2020-01-26,疑,尚无定论,"['肺炎', '新型冠状病毒']"
539,风油精能抑制病毒感染,2020-01-26,假,谣言,"['肺炎', '新型冠状病毒']"
540,大庆人明天不要出门，政府会安排飞机洒药消毒,2020-01-26,假,谣言,"['大庆', '洒药']"
541,吃辣椒能降低新型冠状病毒肺炎死亡风险,2020-01-26,假,伪科学,"['新型冠状病毒', '辣椒']"
542,好消息再传来：新冠肺炎疫苗出来啦！,2020-01-26,假,谣言,"['新型冠状病毒肺炎', '疫苗']"
543,大部分新型肺炎患者只需2-4周就可被治愈,2020-01-26,真,确实如此,"['新型冠状病毒肺炎', '治疗']"
544,多吃草莓可以预防新型冠状病毒肺炎,2020-01-26,假,谣言,"['草莓', '新型冠状病毒肺炎']"
545,养猫养狗能抗新型冠状病毒肺炎,2020-01-26,假,伪科学,"['肺炎', '新型冠状病毒']"
546,新型冠状病毒在潜伏期会传染,2020-01-26,真,确实如此,"['肺炎', '新型冠状病毒']"
547,维C可以预防新型冠状病毒肺炎,2020-01-26,假,伪科学,"['肺炎', '新型冠状病毒']"
548,新型冠状病毒是SARS病毒的进化,2020-01-26,假,谣言,"['肺炎', '新型冠状病毒']"
549,明天早上四点杭州飞机洒消毒药水，大家别出门,2020-01-26,假,谣言,"['杭州', '消毒药水']"
550,一香港人在南京鼓楼医院因新冠肺炎去世,2020-01-26,假,谣言,"['香港', '新型冠状肺炎病毒']"
551,钟南山院士建议：全中国人民在家隔离两周,2020-01-25,假,谣言,"['钟南山', '隔离']"
552,湖南长沙：发现武汉牌照车辆就拨打疾控中心电话,2020-01-25,假,谣言,"['肺炎', '新型冠状病毒']"
553,浙BL0535车上人员感染病毒正前往某地,2020-01-25,假,谣言,"['北京', '武汉']"
554,带呼吸阀的N95口罩对新型冠状病毒没有防护作用,2020-01-25,假,伪科学,"['新型冠状病毒', '口罩']"
555,北京高速为防控疫情封路“只出不进”,2020-01-25,假,谣言,"['肺炎', '新型冠状病毒']"
556,上海目前除沪牌不让外地车进上海,2020-01-25,假,谣言,"['上海', '交通限制']"
557,新型冠状病毒肺炎定名为SARI ,2020-01-25,假,谣言,"['肺炎', '新型冠状病毒']"
558,钟南山院士被传染,2020-01-25,假,谣言,"['钟南山', '新型冠状病毒']"
559,湖北新华医院耳鼻喉科医生梁武东因感染新冠肺炎去世,2020-01-25,疑,尚无定论,"['新型冠状病毒', '肺炎']"
560,大蒜咬碎后嘴里含一会儿，胜过杀病毒的口腔药物,2020-01-25,假,伪科学,"['大蒜', '新型冠状病毒']"
561,西安一名新型肺炎患者从医院逃离 ,2020-01-25,假,谣言,"['西安', '肺炎']"
562,抗艾滋药物洛匹那韦利托那韦片可有效治疗武汉肺炎,2020-01-25,疑,存在争议,"['肺炎', '新型冠状病毒']"
563,河南信阳今天下午两点封城,2020-01-25,假,谣言,"['信阳', '肺炎']"
564,新加坡拒绝超过116名来自武汉的旅客入境,2020-01-25,假,谣言,"['肺炎', '新型冠状病毒']"
565,郑州上午九点到十一点将空中喷洒消杀药物,2020-01-25,假,谣言,"['肺炎', '新型冠状病毒']"
566,N95口罩也是需要4个小时一换,2020-01-25,疑,分情况,"['N95', '口罩']"
567,吃香蕉会得新型冠状病毒肺炎,2020-01-25,假,谣言,"['香蕉', '新型冠状病毒']"
568,新加坡抵杭州航班有2名乘客发烧，全体乘客被隔离,2020-01-25,真,确有此事,"['新加坡', '杭州']"
569,四川高速封路,2020-01-25,假,谣言,"['四川', '高速封路']"
570,武汉市第四医院武胜路院区急诊停诊,2020-01-25,假,谣言,"['肺炎', '新型冠状病毒']"
571,深圳49家医院可免费领口罩,2020-01-24,假,谣言,"['肺炎', '新型冠状病毒']"
572,武汉“小汤山”将停工，重新选址,2020-01-24,假,假新闻,"['肺炎', '小汤山']"
573,钟南山院士表示目前已有药物准备用于肺炎临床治疗,2020-01-24,真,确实如此,"['肺炎', '新型冠状病毒']"
574,小磨香油滴在鼻孔，可以阻断一切的流感和瘟疫传染,2020-01-24,假,伪科学,"['香油', '流感']"
575,汉口全封闭汉阳强限制武昌弱限制,2020-01-24,假,谣言,"['汉口', '肺炎']"
576,湘雅医院搭帐篷，以安置从武汉来的病人,2020-01-24,假,谣言,"['湘雅医院', '肺炎']"
577,武汉将断网，以禁止医务人员分享相关信息,2020-01-24,假,谣言,"['肺炎', '新型冠状病毒']"
578,湖北经视主持人记者戴口罩播报新闻,2020-01-24,假,谣言,"['主播', '口罩']"
579,周杰伦去福州参加活动，自备隔离箱,2020-01-24,假,谣言,"['周杰伦', '隔离箱']"
580,武汉三口之家迪士尼游玩确诊新型冠状病毒肺炎,2020-01-23,假,谣言,"['新型冠状病毒', '迪斯尼']"
581,武汉加油站停止营业,2020-01-23,假,谣言,"['加油站', '肺炎']"
582,抗流感药物奥司他韦、利巴韦林能预防新型冠状病毒,2020-01-23,假,谣言,"['奥司他韦', '新型冠状病毒']"
583,杭州医生提示：在人中涂风油精可有效预防呼吸道疾病,2020-01-23,假,伪科学,"['风油精', '流感']"
584,喝高度白酒、蒸桑拿，可以抵抗新型冠状病毒,2020-01-23,假,伪科学,"['喝酒', '新型冠状病毒']"
585,武汉官方：在武汉上空开始播撒消毒粉液,2020-01-23,假,谣言,"['武汉', '消毒液']"
586,钟南山院士建议盐水漱口防病毒,2020-01-23,假,伪科学,"['盐水漱口', '新型冠状病毒']"
587,山东即墨区发现疑似新型冠状病毒感染的肺炎病例,2020-01-22,假,谣言,"['山东', '即墨']"
588,支付宝提供了在武汉海鲜市场的支付数据,2020-01-22,假,谣言,"['支付宝', '武汉']"
589,戴多层口罩，才能有效预防新型冠状病毒,2020-01-22,假,伪科学,"['新型冠状病毒', '口罩']"
590,普通人出门要佩戴护目镜，防止新型冠状病毒侵入体内,2020-01-22,假,谣言,"['肺炎', '新型冠状病毒']"
591,北京协和医院有武汉肺炎患者出逃,2020-01-22,假,谣言,"['协和医院', '新型冠状病毒']"
592,新型冠状病毒抗体能治疗和预防肺炎,2020-01-22,假,谣言,"['抗体', '新型冠状病毒']"
593,口罩正确戴法：感冒时有颜色的朝外，没感冒反过来,2020-01-22,假,谣言,"['口罩', '新型冠状病毒']"
594,这个玻璃装置是“隔离舱”，用它进行患者的隔离,2020-01-22,假,谣言,"['隔离', '传染']"
595,放烟花爆竹可以消毒，预防瘟疫,2020-01-21,假,伪科学,"['烟花爆竹', '瘟疫']"
596,勤洗手和戴口罩可以降低新型冠状病毒感染风险,2020-01-21,真,确实如此,"['新型冠状病毒', '感染']"
597,吃维生素C泡腾片能预防新型冠状病毒,2020-01-21,假,谣言,"['肺炎', '病毒']"
598,吸烟可以预防非典，因为烟油可以阻挡病毒进入肺细胞,2020-01-21,假,谣言,"['吸烟', '非典']"
599,白醋放在暖气片上可以消毒室内空气,2020-01-21,假,谣言,"['食醋', '乙酸']"
600,武汉不明原因肺炎系SARS病毒,2020-01-18,假,谣言,['']
